,SN,expectedAge,Age,AgeRange,Gender,Race,S3.Others,Citizen,Marital,WhenMarry,NoMarry.CannotFind,NoMarry.TooExpensive,NoMarry.CannotFindHouse,NoMarry.Others,A3_4.Others,No.Children,No.ChildrenIntend,MoreChildren,Child.TooExpensive,Child.HardSecureHouse,Child.TooCompetitive,Child.TooUncertain,Child.DifficultChildcare,Child.AffectCareer,Child.Enough,Others,A7_8.Others,Breadwinner,PurchaseHouse,WithWho,DecisionMaker,YrPurchase,YrNextChild,DualIncome,SingleIncome,NonHousingAssets,Rank_Size,Rank_Location,Rank_Gains,Rank_MoveInTime,Rank_SellTime,C1_1,C1_2,C2_1,C2_2,C2_3,C3_1,C3_2,C3_3,C3_4,C3_a,C3_b,C4Post_1,C4Post_2,C4Post_3,C4Post_4,C5_1,C5_2,C5_3,C6_1,C6_2,C6_3,C6_4,C6_a,C6_b,D1_1,D1_2,D2_1,D2_2,D2_3,D3_1,D3_2,D3_3,D3_4,D3_a,D3_b,D4Post_1,D4Post_2,D4Post_3,D4Post_4,D5_1,D5_2,D5_3,D6_1,D6_2,D6_3,D6_4,D6_a,D6_b,E1_1,E1_2,E2_1,E2_2,E2_3,E3_1,E3_2,E3_3,E3_4,E3_a,E3_b,E4Post_1,E4Post_2,E4Post_3,E4Post_4,E5_1,E5_2,E5_3,E6_1,E6_2,E6_3,E6_4,E6_a,E6_b,F1_1,F1_2,F2_1,F2_2,F2_3,F3_1,F3_2,F3_3,F3_4,F3_a,F3_b,F4Post_1,F4Post_2,F4Post_3,F4Post_4,F5_1,F5_2,F5_3,F6_1,F6_2,F6_3,F6_4,F6_a,F6_b,CD_s_1_1,CD_s_1_2,CD_s_2_1,CD_s_2_2,CD_s_2_3,CD_s_2_a,CD_s_2_b,CD_s_3_1,CD_s_3_2,CD_s_3_3,CD_s_4_1,CD_s_4_2,CD_s_4_3,CD_s_5_1,CD_s_5_2,CD_s_5_3,CD_s_5_4,CD_s_5_a,CD_s_5_b,E_s_1_1,E_s_1_2,E_s_2_1,E_s_2_2,E_s_2_3,E_s_2_a,E_s_2_b,E_s_3_1,E_s_3_2,E_s_3_3,E_s_4_1,E_s_4_2,E_s_4_3,E_s_5_1,E_s_5_2,E_s_5_3,E_s_5_4,E_s_5_a,E_s_5_b,Policy.10mopTooLong,Policy.8mopTooLong,Policy.mopWontSell,Policy.mopCanWait,Policy.8clawbackTooStiff,Policy.4clawbackTooStiff,Policy.clawbackWontSell,Policy.clawbackCanCover,Policy.LikeLocation,Policy.LikeBig,Policy.Others,G1_11.Others,ChangeFamilyPlanning,MoreChild,LessChild,PolicyFamily.LessHousingBurden,PolicyFamily.MoreHousingBurden,PolicyFamily.EasierChildrenEnvironment,PolicyFamily.DifficultChildrenEnvironment,PolicyFamily.LifestyleChange,PolicyFamily.Others,G5_6.Others,CentralPublicDemand,CentralPrivateDemand,CentralPublicSupply,CentralPrivateSupply,CentralReturns,CentralVolatility,CentralPublicDemandPost,CentralPrivateDemandPost,CentralPublicSupplyPost,CentralPrivateSupplyPost,CentralReturnsPost,CentralVolatilityPost,PlusPublicDemand,PlusPrivateDemand,PlusPublicSupply,PlusPrivateSupply,PlusReturns,PlusVolatility,PlusPublicDemandPost,PlusPrivateDemandPost,PlusPublicSupplyPost,PlusPrivateSupplyPost,PlusReturnsPost,PlusVolatilityPost,StandardPublicDemand,StandardPrivateDemand,StandardPublicSupply,StandardPrivateSupply,StandardReturns,StandardVolatility,StandardPublicDemandPost,StandardPrivateDemandPost,StandardPublicSupplyPost,StandardPrivateSupplyPost,StandardReturnsPost,StandardVolatilityPost,Winner_LowIncomeBTO,Winner_HighIncomeBTO,Winner_PrivatePropertyPurchasers,Winner_HighIncomeResale,H1_5,Benefit_Below40yo,Benefit_40yo60yo,Benefit_Above60yo,Segregation,LowerWealthAccum,PersonalIncome,Education,Employment,I3.Others,Industry,WorkplaceLocate,WorkplaceLocality,HomeLocate,CurrentHouseOwner,I9.Others,CurrentHousingType,HDBType,PrivateType,I7_b_b.Others,YrMoveInHome,Owner.Parent,Owner.Spouse,Owner.Family,Owner.Friend,Owner.Other,I10_a_5.Others,HomeValueEstimate,RentFrom,I10_r_a.Others,HomeRentEstimate,Two_MatureNew,Two_NonMatureNew,Tri_MatureNew,Tri_NonMatureNew,Tri_MatureResale,Four_MatureNew,Four_NonMatureNew,Four_MatureResale,Four_NonMatureResale,PrePolicyDownpayment,PrePolicyTDSR,Post_PrimeNew,Post_NonMatureNew,Post_PlusResale,Post_NonMatureResale,Z5_1,Z5_2,Z5_3,PostFour_HighestRank,PostFour_MidPrimeNew,PostFour_SmallPrimeNew,PostFour_BigPlusNew,PostPolicyDownpayment,PostPolicyTDSR,Two_Single_MatureNew,Two_Single_MatureResale,Tri_Single_MatureNew,Tri_Single_MatureResale,Tri_Single_NonMatureResale,PrePolicyDownpaymentSingle,PrePolicyTDSRSingle,Post_Single_PrimeNew,Post_Single_PlusResale,Post_Single_NonMatureResale,Z_s_4_1,Z_s_4_2,Z_s_4_3,PostSingleFour_HighestRank,PostSingleFour_PrimeNew,PostSingleFour_PrimeResale,PostSingleFour_BigPlusResale,PostPolicyDownpaymentSingle,PostPolicyTDSRSingle,2ChoiceRANK1,3ChoiceRANK1,4ChoiceRANK1,PostChoiceRANK1,PostFourChoiceRANK1,2ChoiceRANK2,3ChoiceRANK2,4ChoiceRANK2,PostChoiceRANK2,PostFourChoiceRANK2,2ChoiceRANK3,3ChoiceRANK3,4ChoiceRANK3,PostChoiceRANK3,PostFourChoiceRANK3,2ChoiceRANK4,3ChoiceRANK4,4ChoiceRANK4,PostChoiceRANK4,PostFourChoiceRANK4,2ChoiceSingleRANK1,3ChoiceSingleRANK1,PostChoiceSingleRANK1,PostFourChoiceSingleRANK1,2ChoiceSingleRANK2,3ChoiceSingleRANK2,PostChoiceSingleRANK2,PostFourChoiceSingleRANK2,2ChoiceSingleRANK3,3ChoiceSingleRANK3,PostChoiceSingleRANK3,PostFourChoiceSingleRANK3,2ChoiceSingleRANK4,3ChoiceSingleRANK4,PostChoiceSingleRANK4,PostFourChoiceSingleRANK4,single_eligible,Rank_1,single1buy,ineli,Pn1,Pm1,P%1,Pn2,Pm2,P%2,Pn3,Pm3,P%3
218,219,31,30,2,1,3, ,1,1,,0,0,0,0, ,3,,1.0,1,0,0,0,1,0,1,0, ,1,2,3,1.0,2025, ,2.0,,1,2,4,3,1,5, , , , , , , , , , , , , , , , , , , , , , , , ,2,1,2,1,3,3,2,4,1,20%,5%,3,2,4,1,450,400,470,1,3,4,2,20%,5%, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,1,0,0,0,1,0,0,0,0, ,1, , ,0,0,0,0,0,0, ,2,4,5,3,5,5,5,2,4,3,5,5,5,4,5,3,5,5,5,3,5,3,3,6,5,3,5,3,6,2,5,3,5,3,4,4,3,4,2,5,1,1,2,3,1,2,1,8,6, ,5.0,Punggol,,Punggol,2, ,3,4.0,, ,2018,0,1,0,0,0, ,550000,, , ,2.0,1.0,2,1,3.0,3.0,2.0,4.0,1.0,20%,5%,3.0,2.0,4.0,1.0,450.0,400.0,470.0,1.0,3.0,4.0,2.0,20%,5%,,,,,,,,,,,,,,,,,,,,2.0,2.0,4.0,4.0,1.0,1.0,1.0,2.0,2.0,4.0,,3.0,1.0,1.0,2.0,,,3.0,3.0,3.0,,,,,,,,,,,,,,,,,0,4,0,0,450.0,-50.0,-0.1111111111111111,400.0,-100.0,-0.25,470.0,-30.0,-0.06382978723404255
219,220,31,28,2,2,1, ,1,3,3.0,0,0,0,0, ,0,3.0,,0,0,0,0,0,0,0,0, ,2,2,3,2.0,2027,2028,2.0,,2,5,3,2,4,1, , , , , , , , , , , , , , , , , , , , , , , , ,2,1,2,1,3,3,1,4,2,20%,20%,2,1,4,3,500,450,550,1,3,4,2,20%,20%, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,1,1,0,0,0,0,1,1,0, ,1, , ,0,0,0,0,0,0, ,7,6,5,4,6,7,4,4,4,5,3,4,7,7,7,7,7,7,4,5,5,5,6,6,5,5,5,5,3,6,4,4,4,4,4,5,5,4,3,2,1,1,2,3,3,1,4,8,6, ,13.0,HarbourFront,,Woodlands,5, ,3,1.0,, ,2012,1,0,0,0,0, ,90000,, , ,2.0,1.0,2,1,3.0,3.0,1.0,4.0,2.0,20%,20%,2.0,1.0,4.0,3.0,500.0,450.0,550.0,1.0,3.0,4.0,2.0,20%,20%,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,1.0,1.0,1.0,4.0,1.0,4.0,,3.0,1.0,4.0,2.0,,,3.0,3.0,3.0,,,,,,,,,,,,,,,,,0,5,0,0,500.0,0.0,0.0,450.0,-50.0,-0.1111111111111111,550.0,50.0,0.09090909090909091
220,221,27,21,1,2,3, ,1,3,2.0,0,0,0,0, ,0,2.0,,0,0,0,0,0,0,0,0, ,1,2,3,2.0,2030,2028,1.0,,2,2,1,4,3,5,2,1,2,1,3,3,1,4,2,50%,40%,2,1,3,4,100,300,1000,1,2,3,4,50%,40%, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0,0,0,0,1,1,0,0,0,0, ,5,1, ,0,0,0,0,1,0, ,5,6,4,4,4,4,4,6,6,4,4,5,6,1,1,5,5,5,5,5,4,6,5,5,5,6,5,4,4,3,5,4,4,5,5,6,2,3,1,4,5,1,2,3,2,2,7,3,6, ,18.0,Bedok,,Admiralty,5, ,3,4.0,, ,2003,1,0,0,0,0, ,90000,, , ,2.0,1.0,2,1,3.0,3.0,1.0,4.0,2.0,50%,40%,2.0,1.0,3.0,4.0,100.0,300.0,1000.0,1.0,2.0,3.0,4.0,50%,40%,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0,,3.0,1.0,3.0,3.0,,,3.0,4.0,4.0,,,,,,,,,,,,,,,,,0,2,0,0,100.0,-200.0,-2.0,300.0,0.0,0.0,1000.0,700.0,0.7
221,222,37,35,3,1,4,Javanese,1,1,,0,0,0,0, ,0,4.0,,0,0,0,0,0,0,0,0, ,1,2,3,2.0,2026,2025,1.0,,1,1,2,4,3,5,1,2,1,2,3,1,2,4,3,25%,20%,3,1,4,2,307,270,290,1,3,4,2,25%,20%, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0,0,0,1,0,0,0,0,0,0, ,1, , ,0,0,0,0,0,0, ,4,4,5,4,5,4,3,3,4,3,5,4,5,4,4,4,5,6,4,5,3,4,4,3,6,4,5,4,5,4,4,4,5,4,6,4,5,3,4,2,1,3,2,1,3,1,7,2,6, ,5.0,Aljunied,,Bedok,2, ,3,3.0,, ,2020,0,1,0,0,0, ,370000,, , ,1.0,2.0,1,2,3.0,1.0,2.0,4.0,3.0,25%,20%,3.0,1.0,4.0,2.0,307.0,270.0,290.0,1.0,3.0,4.0,2.0,25%,20%,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,4.0,4.0,,3.0,4.0,1.0,2.0,,,3.0,3.0,3.0,,,,,,,,,,,,,,,,,0,1,0,0,307.0,7.0,0.02280130293159609,270.0,-30.0,-0.1111111111111111,290.0,-10.0,-0.034482758620689655
222,223,28,24,1,2,1, ,1,3,2.0,0,0,0,0, ,0,3.0,,0,0,0,0,0,0,0,0, ,2,2,3,2.0,2028,2029,3.0,,3,5,4,3,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,2,1,3,2,1,4,3,60%,50%,2,1,3,4,700,800,800,1,2,3,4,50%,50%, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0,1,0,0,0,1,0,0,0,0, ,1, , ,0,0,0,0,0,0, ,5,4,5,3,5,4,3,4,4,5,3,4,5,4,3,3,4,4,5,4,3,3,4,5,4,5,4,3,3,6,4,6,5,3,5,6,4,3,1,5,2,1,2,3,2,1,1,2,6, ,13.0,479222,,Bedok,6, ,2,,3.0, ,2020,0,0,0,0,0, , ,3.0, ,4000,2.0,1.0,2,1,3.0,2.0,1.0,4.0,3.0,60%,50%,2.0,1.0,3.0,4.0,700.0,800.0,800.0,1.0,2.0,3.0,4.0,50%,50%,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,,3.0,4.0,3.0,3.0,,,3.0,4.0,4.0,,,,,,,,,,,,,,,,,0,4,0,0,700.0,20.0,0.02857142857142857,800.0,120.0,0.15,800.0,120.0,0.15
223,224,35,33,3,2,1, ,1,3,3.0,0,0,0,0, ,0,3.0,,0,0,0,0,0,0,0,0, ,2,2,3,2.0,2026,2027,2.0,,2,1,2,5,3,4, , , , , , , , , , , , , , , , , , , , , , , , ,2,1,3,1,2,4,1,3,2,30%,20%,4,1,3,2,400,300,400,1,3,4,2,20%,30%, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,1,1,1,1,1,0,1,1,1,It is all a game of the government and we can never win. As long as I can buy the house and live happily will do,4, ,2,0,1,0,1,0,0, ,6,6,4,4,3,6,5,5,5,5,5,5,5,4,4,4,5,6,5,5,3,5,4,6,5,5,3,3,4,6,5,5,3,3,3,6,5,3,4,2,1,1,2,3,3,1,5,2,6, ,14.0,Tampines,,Woodlands,5, ,3,5.0,, ,1996,1,0,0,0,0, ,500000,, , ,2.0,1.0,3,1,2.0,4.0,1.0,3.0,2.0,30%,20%,4.0,1.0,3.0,2.0,400.0,300.0,400.0,1.0,3.0,4.0,2.0,20%,30%,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,1.0,1.0,3.0,4.0,4.0,4.0,,1.0,3.0,3.0,2.0,,,1.0,1.0,3.0,,,,,,,,,,,,,,,,,0,1,0,0,400.0,-100.0,-0.25,300.0,-200.0,-0.6666666666666666,400.0,-100.0,-0.25
224,225,26,22,1,1,4,Burmese,1,3,4.0,0,0,0,0, ,0,3.0,,0,0,0,0,0,0,0,0, ,1,2,3,2.0,2028,2031,2.0,,2,4,1,3,2,5, , , , , , , , , , , , , , , , , , , , , , , , ,2,1,2,1,3,2,1,4,3,40%,20%,3,1,2,4,600,550,600,3,2,4,1,40%,20%, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,1,1,0,0,0,0,1,0,0, ,1, , ,0,0,0,0,0,0, ,6,5,6,4,3,5,5,4,5,5,5,5,5,5,6,4,6,5,6,5,5,4,5,5,5,4,4,3,4,4,5,4,5,4,6,5,5,1,4,2,3,1,2,3,2,1,7,3,6, ,9.0,Bencoolen,,Bukit Gombak,5, ,3,3.0,, ,2016,1,0,0,0,0, ,200000,, , ,2.0,1.0,2,1,3.0,2.0,1.0,4.0,3.0,40%,20%,3.0,1.0,2.0,4.0,600.0,550.0,600.0,3.0,2.0,4.0,1.0,40%,20%,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,3.0,2.0,,3.0,4.0,1.0,1.0,,,3.0,4.0,3.0,,,,,,,,,,,,,,,,,0,2,0,0,600.0,100.0,0.16666666666666666,550.0,50.0,0.09090909090909091,600.0,100.0,0.16666666666666666
225,226,30,30,2,1,1, ,1,3,3.0,0,0,0,0, ,0,1.0,,0,0,0,1,0,0,0,0, ,1,2,3,1.0,2024, ,2.0,,2,2,1,5,3,4, , , , , , , , , , , , , , , , , , , , , , , , ,1,2,1,2,3,1,3,4,2,100%,55%,3,2,4,1,500,400,450,1,3,4,2,100%,55%, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,1,1,0,0,0,0,0, ,1, , ,0,0,0,0,0,0, ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,4,2,3,3,2,1,3,1,4,2,6, ,6.0,Raffles Place,,522492,5, ,3,2.0,, ,2000,1,0,0,0,0, ,200000,, , ,1.0,2.0,1,2,3.0,1.0,3.0,4.0,2.0,100%,55%,3.0,2.0,4.0,1.0,500.0,400.0,450.0,1.0,3.0,4.0,2.0,100%,55%,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,4.0,1.0,2.0,2.0,4.0,2.0,4.0,,3.0,2.0,1.0,2.0,,,3.0,3.0,3.0,,,,,,,,,,,,,,,,,0,2,0,0,500.0,0.0,0.0,400.0,-100.0,-0.25,450.0,-50.0,-0.1111111111111111
226,227,28,24,1,1,1, ,1,3,3.0,0,0,0,0, ,0,2.0,,0,0,0,0,0,0,0,0, ,1,2,3,2.0,2028,2030,3.0,,5,3,1,4,2,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,1, ,3,1,2,4,3,20%,20%,1,2,4,3,800,680,990,2,3,4,1,20%,20%, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,1,0,1,0,1,1,1,1,0, ,1, , ,0,0,0,0,0,0, ,3,5,4,4,6,6,5,5,4,4,6,6,5,5,5,5,6,6,6,6,6,6,6,6,4,4,4,4,4,4,5,5,5,5,5,5,5,3,4,2,1,1,2,3,1,1,6,6,6, ,10.0,Buona Vista,,Holland,5, ,4,,, ,2000,1,0,0,0,0, ,5800000,, , ,1.0,2.0,1, ,3.0,1.0,2.0,4.0,3.0,20%,20%,1.0,2.0,4.0,3.0,800.0,680.0,990.0,2.0,3.0,4.0,1.0,20%,20%,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,4.0,2.0,,2.0,2.0,1.0,,3.0,4.0,4.0,2.0,,,3.0,3.0,3.0,,,,,,,,,,,,,,,,,0,2,0,0,800.0,120.0,0.15,680.0,0.0,0.0,990.0,310.0,0.31313131313131315
227,228,31,29,2,1,4,Filipino,1,1,,0,0,0,0, ,1,,3.0,0,0,0,0,0,0,0,0, ,2,2,3,2.0,2026,2025,2.0,,1,1,3,2,4,5, , , , , , , , , , , , , , , , , , , , , , , , ,2,1,3,2,1,4,3,2,1,20%,10%,3,1,4,2,350,300,400,4,1,2,3,20%,10%, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0,0,0,0,0,0,0,0,0,0, ,1, , ,0,0,0,0,0,0, ,2,2,3,3,5,3,5,6,4,5,4,4,6,6,6,6,5,5,5,6,5,5,5,4,5,5,5,4,4,5,5,5,5,5,4,5,5,3,4,2,1,1,2,3,2,1,4,2,6, ,8.0,Mountbatten,,Mountbatten MRT,1, ,3,3.0,, ,2021,0,0,0,0,0, ,450000,, , ,2.0,1.0,3,2,1.0,4.0,3.0,2.0,1.0,20%,10%,3.0,1.0,4.0,2.0,350.0,300.0,400.0,4.0,1.0,2.0,3.0,20%,10%,,,,,,,,,,,,,,,,,,,,2.0,3.0,4.0,2.0,2.0,1.0,2.0,3.0,4.0,3.0,,1.0,2.0,1.0,4.0,,,1.0,3.0,1.0,,,,,,,,,,,,,,,,,0,1,0,0,350.0,-150.0,-0.42857142857142855,300.0,-200.0,-0.6666666666666666,400.0,-100.0,-0.25
228,229,27,25,1,1,1, ,1,3,3.0,0,0,0,0, ,1,,2.0,0,0,0,0,0,0,0,0, ,2,2,3,2.0,2026,2028,2.0,,3,5,4,3,2,1, , , , , , , , , , , , , , , , , , , , , , , , ,2,1,3,2,1,4,3,2,1,80%,20%,4,3,2,1,400,300,400,4,3,2,1,80%,20%, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0,0,0,0,0,0,0,0,0,0, ,5,2, ,1,0,0,0,0,0, ,3,2,4,4,4,3,2,2,4,4,4,5,4,7,6,5,5,6,3,5,4,3,5,5,4,4,3,2,1,4,5,5,4,5,4,5,5,4,3,2,1,3,2,1,1,1,5,2,7, ,14.0,Woodlands,,Woodlands,2, ,3,4.0,, ,2020,1,0,0,0,0, ,500000,, , ,2.0,1.0,3,2,1.0,4.0,3.0,2.0,1.0,80%,20%,4.0,3.0,2.0,1.0,400.0,300.0,400.0,4.0,3.0,2.0,1.0,80%,20%,,,,,,,,,,,,,,,,,,,,2.0,3.0,4.0,4.0,4.0,1.0,2.0,3.0,3.0,3.0,,1.0,2.0,2.0,2.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,0,5,0,0,400.0,-100.0,-0.25,300.0,-200.0,-0.6666666666666666,400.0,-100.0,-0.25
229,230,25,22,1,2,1, ,1,3,2.0,0,0,0,0, ,0,3.0,,0,0,0,0,0,0,0,0, ,2,2,3,2.0,2027,2028,2.0,,3,2,1,4,3,5, , , , , , , , , , , , , , , , , , , , , , , , ,2,1,2,1,3,2,1,4,3,20%,30%,2,1,4,3,400,300,500,1,4,3,2,20%,35%, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,1,0,0,0,0,0,1,1,0, ,1, , ,0,0,0,0,0,0, ,7,7,7,7,7,1,7,7,7,7,7,1,7,7,7,7,7,1,4,4,4,4,4,4,5,5,5,5,5,3,4,4,4,4,4,4,1,3,2,4,5,1,2,3,2,1,7,3,2, ,, ,2.0,140082,5, ,3,3.0,, ,2002,1,0,0,0,0, ,350000,, , ,2.0,1.0,2,1,3.0,2.0,1.0,4.0,3.0,20%,30%,2.0,1.0,4.0,3.0,400.0,300.0,500.0,1.0,4.0,3.0,2.0,20%,35%,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,,3.0,4.0,4.0,3.0,,,3.0,3.0,2.0,,,,,,,,,,,,,,,,,0,2,0,0,400.0,-100.0,-0.25,300.0,-200.0,-0.6666666666666666,500.0,0.0,0.0
230,231,47,21,1,2,1, ,1,2,1.0,1,0,0,0, ,0,1.0,,1,0,0,0,0,0,0,0, ,2,2,2,,2050, ,,3.0,4,5,4,3,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,2,1,3,1,2,4,3,60%,30%,1,2,4,3,680,900,700,4,2,3,1,54%,38%, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0,0,0,0,0,0,1,1,0,0, ,1, , ,0,0,0,0,0,0, ,3,2,3,6,6,6,2,5,7,7,7,7,3,4,5,6,4,3,2,6,6,6,4,2,2,4,1,6,3,5,2,6,5,6,5,3,4,1,2,3,5,2,3,1,2,1,2,4,6, ,4.0,Dover MRT,,Dover,5, ,1,,3.0, ,2004,1,0,0,0,0, ,2000000,, , ,2.0,1.0,2,1,3.0,1.0,2.0,4.0,3.0,60%,30%,1.0,2.0,4.0,3.0,680.0,900.0,700.0,4.0,2.0,3.0,1.0,54%,38%,,,,,,,,,,,,,,,,,,,,2.0,2.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,,3.0,4.0,4.0,3.0,,,3.0,3.0,1.0,,,,,,,,,,,,,,,,,0,5,1,1,680.0,-320.0,-0.47058823529411764,900.0,-100.0,-0.1111111111111111,700.0,-300.0,-0.42857142857142855
231,232,44,28,2,1,1, ,1,1,,0,0,0,0, ,1,,1.0,1,0,0,0,0,0,0,0, ,1,2,1,2.0,2040, ,1.0,,2,5,4,3,1,2,2,1,2,1,3,2,1,4,3,40%,50%,2,1,4,3,100,150,100,1,2,4,3,50%,50%, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0,0,0,0,0,0,0,0,0,0, ,1, , ,0,0,0,0,0,0, ,5,4,4,5,5,4,6,5,4,5,4,5,5,4,5,6,4,2,5,4,3,2,4,3,4,4,5,5,6,4,4,5,3,2,4,5,1,4,3,2,5,3,2,1,2,1,5,2,6, ,1.0,Jurong East,,Jurong East,3, ,3,3.0,, ,2021,0,1,0,0,0, ,300000,, , ,2.0,1.0,2,1,3.0,2.0,1.0,4.0,3.0,40%,50%,2.0,1.0,4.0,3.0,100.0,150.0,100.0,1.0,2.0,4.0,3.0,50%,50%,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,,3.0,4.0,4.0,4.0,,,3.0,3.0,3.0,,,,,,,,,,,,,,,,,0,4,0,0,100.0,-200.0,-2.0,150.0,-150.0,-1.0,100.0,-200.0,-2.0
232,233,30,28,2,1,1, ,1,3,3.0,0,0,0,0, ,0,3.0,,0,0,0,0,0,0,0,0, ,1,2,3,1.0,2026,2026,3.0,,1,1,2,4,3,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,2,1,3,2,1,4,3,30%,10%,1,2,4,3,700,400,650,2,3,4,1,30%,15%, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,1,1,0,0,0,0,0,1,0, ,1, , ,0,0,0,0,0,0, ,2,5,5,4,3,7,2,5,4,3,3,7,6,4,4,3,6,7,4,5,4,4,6,7,3,3,3,3,2,3,2,3,1,2,3,4,5,1,4,2,3,3,2,1,1,1,4,3,7, ,7.0,Mattar,,Lakeside,5, ,3,5.0,, ,2022,1,0,0,0,0, ,700000,, , ,2.0,1.0,2,1,3.0,2.0,1.0,4.0,3.0,30%,10%,1.0,2.0,4.0,3.0,700.0,400.0,650.0,2.0,3.0,4.0,1.0,30%,15%,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,,3.0,4.0,4.0,2.0,,,3.0,3.0,3.0,,,,,,,,,,,,,,,,,0,1,0,0,700.0,20.0,0.02857142857142857,400.0,-280.0,-0.7,650.0,-30.0,-0.046153846153846156
